date,district,value,n_docs,n_sections
1981-04-01,Atlanta,0.008771929824561403,2,1
1981-04-01,Boston,0.05,2,1
1981-04-01,Chicago,0.04225352112676056,2,1
1981-04-01,Cleveland,0.0,2,1
1981-04-01,Dallas,0.04772727272727273,2,1
1981-04-01,Kansas City,0.009259259259259259,2,1
1981-04-01,Minneapolis,0.0,10,4
1981-04-01,New York,0.0,12,4
1981-04-01,Philadelphia,0.008264462809917356,11,5
1981-04-01,Richmond,0.0,11,5
1981-04-01,San Francisco,0.06429373096039763,9,6
1981-04-01,St. Louis,0.0,2,1
1981-07-01,Atlanta,0.018867924528301886,2,1
1981-07-01,Boston,0.02040816326530612,2,1
1981-07-01,Chicago,0.02938045560996381,2,1
1981-07-01,Cleveland,0.07894736842105263,2,1
1981-07-01,Dallas,0.010416666666666666,2,1
1981-07-01,Kansas City,0.010416666666666666,2,1
1981-07-01,Minneapolis,0.024242424242424242,11,5
1981-07-01,New York,0.022893772893772892,7,4
1981-07-01,Philadelphia,0.0,11,5
1981-07-01,Richmond,0.03472222222222222,12,5
1981-07-01,San Francisco,0.09374699374699375,21,6
1981-07-01,St. Louis,0.0,2,1
1981-10-01,Atlanta,0.13215208564045772,2,1
1981-10-01,Boston,0.019803921568627453,2,1
1981-10-01,Chicago,0.043478260869565216,2,1
1981-10-01,Cleveland,0.05538720538720539,2,1
1981-10-01,Dallas,0.05787526427061311,2,1
1981-10-01,Kansas City,0.0,2,1
1981-10-01,Minneapolis,0.05166666666666666,10,4
1981-10-01,New York,0.035897435897435895,13,5
1981-10-01,Philadelphia,0.0,9,5
1981-10-01,Richmond,0.037037037037037035,12,4
